PropertyID,Street,ZestimateDate,ZestimateAmount,SaleDate,SaleAmount,ZestimateOnSaleDate,,Delta of FandG,
48868978, DAYTON AVE N ,7/1/1999,"$210,458.00",3/7/2007,"$412,000.00","$440,354.00",,"-$28,354.00",
60971770, Aurora Ave N ,7/1/2004,"$215,731.00",11/29/2004,"$266,000.00","$225,184.00",,,
60971771, Aurora Ave N ,7/1/2004,"$131,444.00",2/24/2005,"$118,000.00","$137,728.00",,,
60971772, Aurora Ave N ,7/1/2004,"$127,478.00",#N/A,#N/A,#N/A,,,
60971773, Aurora Ave N ,7/1/2004,"$127,478.00",7/25/2005,"$122,950.00","$141,145.00",,,
60971774, Aurora Ave N ,7/1/2004,"$223,867.00",#N/A,#N/A,#N/A,,,
60971775, Aurora Ave N ,7/1/2004,"$199,226.00",6/13/2006,"$235,000.00","$224,725.00",,,
60971776, Aurora Ave N ,7/1/2004,"$199,249.00",#N/A,#N/A,#N/A,,,
60971901, PHINNEY AVE N ,7/1/2004,"$366,201.00",10/21/2005,"$445,000.00","$433,519.00",,,
60971902, PHINNEY AVE N ,7/1/2004,"$367,523.00",4/24/2006,"$442,650.00","$442,615.00",,,
60971903, Phinney Ave N ,7/1/2004,"$369,140.00",#N/A,#N/A,#N/A,,,
60971904, DAYTON AVE N ,7/1/2004,"$402,107.00",#N/A,#N/A,#N/A,,,
60971946, EASTERN AVE N ,7/1/2004,"$482,967.00",#N/A,#N/A,#N/A,,,
60971947, EASTERN AVE N ,7/1/2004,"$463,072.00",4/29/2005,"$480,000.00","$498,605.00",,,
60971948, EASTERN AVE N ,7/1/2004,"$438,013.00",3/29/2006,"$529,000.00","$496,332.00",,,
60972084, Ashworth Ave N ,7/1/1997,"$147,381.00",12/27/2000,"$332,500.00","$220,168.00",,,
60972086, Linden Ave N ,7/1/2004,"$163,871.00",#N/A,#N/A,#N/A,,,
60972087, LINDEN AVE N ,7/1/2004,"$167,844.00",2/3/2005,"$275,950.00","$208,743.00",,,
60972088, Linden Ave N ,7/1/2004,"$165,724.00",#N/A,#N/A,#N/A,,,
60972089, Linden Ave N ,7/1/2004,"$166,923.00",9/27/2005,"$295,000.00","$229,632.00",,,
60972215,N 35TH ST  ,7/1/2004,"$360,468.00",8/24/2005,"$443,000.00","$417,817.00",,,
60972216,N 35TH ST  ,7/1/2004,"$391,615.00",#N/A,#N/A,#N/A,,,
60972217,N 35TH ST  ,7/1/2004,"$473,159.00",12/19/2005,"$495,000.00","$569,276.00",,,
60972222, Greenwood Ave N ,7/1/2004,"$326,815.00",6/25/2004,"$850,000.00","$323,225.00",,,
60972223, GREENWOOD AVE N ,7/1/2004,"$193,613.00",#N/A,#N/A,#N/A,,,
60972224, Greenwood Ave N ,7/1/2004,"$354,543.00",#N/A,#N/A,#N/A,,,
60972225, Greenwood Ave N ,7/1/2004,"$233,585.00",#N/A,#N/A,#N/A,,,
60972226, Greenwood Ave N ,7/1/2004,"$352,610.00",#N/A,#N/A,#N/A,,,
60972227, Greenwood Ave N ,7/1/2004,"$354,543.00",5/31/2006,"$385,000.00","$407,300.00",,,
60972228, Greenwood Ave N ,7/1/2004,"$221,725.00",2/24/2005,"$227,500.00","$233,942.00",,,
48793650,N 65th St  ,7/1/2005,"$360,891.00",7/20/2007,"$411,353.00","$429,917.00",,"-$18,564.00",
60972230, GREENWOOD AVE N ,7/1/2004,"$174,304.00",#N/A,#N/A,#N/A,,,
60972231, Greenwood Ave N ,7/1/2004,"$248,880.00",#N/A,#N/A,#N/A,,,
48893704,N 79TH ST  ,7/1/1999,"$227,361.00",3/30/2007,"$411,000.00","$449,254.00",,"-$38,254.00",
60972233, Greenwood Ave N ,7/1/2004,"$237,789.00",#N/A,#N/A,#N/A,,,
60972234, Greenwood Ave N ,7/1/2004,"$345,054.00",#N/A,#N/A,#N/A,,,
60972235, GREENWOOD AVE N ,7/1/2004,"$177,024.00",4/18/2003,"$157,000.00","$163,437.00",,,
60972236, Greenwood Ave N ,7/1/2004,"$260,383.00",#N/A,#N/A,#N/A,,,
60972237, Greenwood Ave N ,7/1/2004,"$374,509.00",#N/A,#N/A,#N/A,,,
60972238, Greenwood Ave N ,7/1/2004,"$372,030.00",3/31/2005,"$395,000.00","$384,986.00",,,
60972239, GREENWOOD AVE N ,7/1/2004,"$314,676.00",#N/A,#N/A,#N/A,,,
60972240, Greenwood Ave N ,7/1/2004,"$285,240.00",7/29/2005,"$300,000.00","$325,858.00",,,
60972297,N 49TH ST  ,7/1/2004,"$423,653.00",#N/A,#N/A,#N/A,,,
60972674,N 42nd St  ,7/1/2004,"$279,645.00",10/11/2006,"$411,700.00","$374,617.00",,,
60972675,N 42nd St  ,7/1/2004,"$279,589.00",10/27/2006,"$430,000.00","$382,205.00",,,
60972951,N 46TH ST  ,7/1/2004,"$383,953.00",8/10/2006,"$500,000.00","$532,141.00",,,
60973158, INTERLAKE AVE N ,7/1/2004,"$420,262.00",#N/A,#N/A,#N/A,,,
60973192,N 44th St  ,7/1/2004,"$517,062.00",#N/A,#N/A,#N/A,,,
61089617, ASHWORTH AVE N ,7/1/2004,"$281,571.00",#N/A,#N/A,#N/A,,,
61089663, ASHWORTH AVE N ,7/1/2004,"$281,569.00",#N/A,#N/A,#N/A,,,
61260748,N 50th St  ,7/1/2004,"$306,409.00",#N/A,#N/A,#N/A,,,
61262030,N 50th St  ,7/1/2004,"$181,662.00",5/9/2006,"$140,000.00","$301,830.00",,,
61678656, FREMONT AVE N ,7/1/2004,"$294,117.00",#N/A,#N/A,#N/A,,,
61719036,N 50th St  ,7/1/2004,"$313,339.00",#N/A,#N/A,#N/A,,,
61719037,N 50th St  ,7/1/2004,"$316,943.00",#N/A,#N/A,#N/A,,,
61719131, Interlake Ave N ,7/1/2004,"$282,265.00",#N/A,#N/A,#N/A,,,
61719534,N 92nd St  ,7/1/2004,"$241,702.00",#N/A,#N/A,#N/A,,,
48836434, PALATINE AVE N ,7/1/2003,"$294,340.00",2/23/2007,"$410,000.00","$430,410.00",,"-$20,410.00",
61719536,N 92ND ST  ,7/1/2004,"$223,948.00",3/31/2006,"$290,000.00","$263,802.00",,,
61765765, MERIDIAN AVE N ,7/1/2004,"$265,912.00",7/21/2003,"$319,950.00","$237,232.00",,,
61765766, Meridian Ave N ,7/1/2004,"$247,651.00",5/3/2005,"$335,000.00","$268,658.00",,,
61765767, Meridian Ave N ,7/1/2004,"$247,791.00",#N/A,#N/A,#N/A,,,
61766032, LINDEN AVE N ,7/1/2004,"$465,605.00",4/1/2005,"$700,000.00","$516,199.00",,,
61766051, Whitman Ave N ,7/1/2004,"$300,706.00",#N/A,#N/A,#N/A,,,
67684893, ASHWORTH AVE N ,7/1/2006,"$423,110.00",6/4/2007,"$409,000.00","$420,873.00",,"-$11,873.00",
61766053, WINSLOW PL N ,7/1/2004,"$247,314.00",4/30/2004,"$304,000.00","$262,704.00",,,
61766054, WHITMAN AVE N ,7/1/2004,"$246,779.00",5/21/2004,"$294,000.00","$260,765.00",,,
61766055, WHITMAN AVE N ,7/1/2004,"$248,581.00",5/24/2004,"$299,000.00","$262,881.00",,,
61766182,N 50th St  ,7/1/2004,"$306,409.00",2/22/2005,"$387,500.00","$326,004.00",,,
61766382, Winona Ave N ,7/1/1997,"$130,499.00",6/11/2003,"$225,000.00","$217,829.00",,,
61766691, MIDVALE AVE N ,7/1/2004,"$505,223.00",#N/A,#N/A,#N/A,,,
48876206, SUNNYSIDE AVE N ,7/1/1999,"$262,669.00",3/15/2007,"$408,000.00","$523,582.00",,"-$115,582.00",
61766897, INTERLAKE AVE N ,7/1/2004,"$226,049.00",6/22/2006,"$304,500.00","$270,340.00",,,
61766898, Interlake Ave N ,7/1/2004,"$221,750.00",#N/A,#N/A,#N/A,,,
66652624, INTERLAKE AVE N ,7/1/2006,"$430,183.00",5/4/2007,"$406,000.00","$408,456.00",,"-$2,456.00",
61766900, Ashworth Ave N ,7/1/2004,"$280,985.00",#N/A,#N/A,#N/A,,,
61766904, Dayton Ave N ,7/1/1997,"$122,814.00",4/15/2005,"$269,950.00","$228,071.00",,,
61766905, Dayton Ave N ,7/1/1997,"$122,814.00",2/4/2005,"$249,900.00","$219,437.00",,,
61766906, Dayton Ave N ,7/1/1997,"$97,717.00",4/15/2005,"$199,950.00","$193,109.00",,,
61766907, Dayton Ave N ,7/1/1997,"$98,331.00",4/1/2005,"$199,950.00","$191,373.00",,,
61766908, Dayton Ave N ,7/1/1997,"$127,149.00",#N/A,#N/A,#N/A,,,
61766909, Dayton Ave N ,7/1/1997,"$103,137.00",3/15/2005,"$224,500.00","$194,275.00",,,
61766910, Dayton Ave N ,7/1/1997,"$103,137.00",3/17/2005,"$219,950.00","$194,275.00",,,
61767739,N 55th St  ,7/1/2004,"$271,849.00",#N/A,#N/A,#N/A,,,
61767740,N 55th St  ,7/1/2004,"$281,802.00",10/1/2002,"$255,000.00","$241,617.00",,,
61767915,N 92ND ST  ,7/1/2004,"$238,508.00",10/20/2005,"$299,950.00","$301,782.00",,,
61767916,N 92nd St  ,7/1/2004,"$217,653.00",#N/A,#N/A,#N/A,,,
61797107, WOODLAWN AVE N ,7/1/2004,"$272,167.00",#N/A,#N/A,#N/A,,,
61830721, PHINNEY AVE N ,7/1/2004,"$272,860.00",#N/A,#N/A,#N/A,,,
61901794, WOODLAWN AVE N ,7/1/2004,"$271,462.00",#N/A,#N/A,#N/A,,,
61956150, WALLINGFORD AVE N ,7/1/2004,"$288,174.00",#N/A,#N/A,#N/A,,,
62630557,N 92nd St  ,7/1/2004,"$199,135.00",#N/A,#N/A,#N/A,,,
62630783, Wallingford Ave N ,7/1/2004,"$290,579.00",2/3/2005,"$425,000.00","$314,690.00",,,
62630785, PHINNEY AVE N ,7/1/2004,"$260,945.00",#N/A,#N/A,#N/A,,,
48973406,N 42nd St  ,7/1/2003,"$247,959.00",8/23/2007,"$405,000.00","$368,164.00",,"$36,836.00",
62631972,N 92ND ST  ,7/1/2004,"$199,562.00",#N/A,#N/A,#N/A,,,
62632876, WALLINGFORD AVE N ,7/1/2004,"$283,420.00",#N/A,#N/A,#N/A,,,
62632883,N 92nd St  ,7/1/2004,"$199,571.00",#N/A,#N/A,#N/A,,,
62636954, WALLINGFORD AVE N ,7/1/2004,"$290,840.00",#N/A,#N/A,#N/A,,,
62644009,N 92nd St  ,7/1/2004,"$199,673.00",#N/A,#N/A,#N/A,,,
62723036, WALLINGFORD AVE N ,7/1/2004,"$278,025.00",8/31/2006,"$472,000.00","$516,922.00",,,
62743073, WHITMAN AVE N ,7/1/2004,"$267,500.00",#N/A,#N/A,#N/A,,,
48835616, PALATINE AVE N ,7/1/2003,"$232,997.00",3/1/2007,"$403,004.00","$358,737.00",,"$44,267.00",
62780213, WHITMAN AVE N ,7/1/2004,"$269,231.00",#N/A,#N/A,#N/A,,,
62901987, WHITMAN AVE N ,7/1/2004,"$272,582.00",#N/A,#N/A,#N/A,,,
62901988, WHITMAN AVE N ,7/1/2004,"$259,483.00",#N/A,#N/A,#N/A,,,
62904970, WHITMAN AVE N ,7/1/2004,"$259,483.00",#N/A,#N/A,#N/A,,,
62922375, FREMONT AVE N ,7/1/2004,"$253,947.00",#N/A,#N/A,#N/A,,,
62922409, INTERLAKE AVE N ,7/1/2004,"$348,022.00",3/23/2006,"$352,000.00","$398,286.00",,,
62922486,N 35th St  ,7/1/2004,"$315,063.00",#N/A,#N/A,#N/A,,,
48967614,N 91ST ST  ,7/1/2003,"$271,740.00",3/13/2007,"$400,500.00","$429,697.00",,"-$29,197.00",
62922488,N 35th St  ,7/1/2004,"$258,852.00",#N/A,#N/A,#N/A,,,
62922645, WOODLAWN AVE N ,7/1/2004,"$275,918.00",5/16/2005,"$329,800.00","$298,805.00",,,
62944021, Interlake Ave N ,7/1/2004,"$345,432.00",9/26/2003,"$287,950.00","$303,561.00",,,
62944022, ASHWORTH AVE N ,7/1/2004,"$394,194.00",#N/A,#N/A,#N/A,,,
62944175, Phinney Ave N ,7/1/2004,"$274,169.00",#N/A,#N/A,#N/A,,,
62944176,N 35th St  ,7/1/2004,"$299,336.00",12/29/2006,"$545,000.00","$535,577.00",,,
62944177,N 35TH ST  ,7/1/2004,"$240,086.00",#N/A,#N/A,#N/A,,,
62944480, Wallingford Ave N ,7/1/2004,"$283,540.00",#N/A,#N/A,#N/A,,,
62944481, Wallingford Ave N ,7/1/2004,"$291,994.00",#N/A,#N/A,#N/A,,,
62944894, Francis Ave N ,7/1/2004,"$396,149.00",#N/A,#N/A,#N/A,,,
62944895,N 44th St  ,7/1/2004,"$368,158.00",#N/A,#N/A,#N/A,,,
62945093,N 92nd St  ,7/1/2004,"$163,553.00",#N/A,#N/A,#N/A,,,
62963975, DAYTON AVE N ,7/1/2004,"$274,146.00",#N/A,#N/A,#N/A,,,
62972796, DAYTON AVE N ,7/1/2004,"$274,146.00",10/20/2006,"$475,000.00","$519,885.00",,,
63068122, GREENWOOD AVE N ,7/1/1997,"$159,394.00",#N/A,#N/A,#N/A,,,
63068374, Densmore Ave N ,7/1/1997,"$90,323.00",9/1/2004,"$249,000.00","$176,171.00",,,
63081503, Dayton Ave N ,7/1/2004,"$248,562.00",#N/A,#N/A,#N/A,,,
63082530, DAYTON AVE N ,7/1/2004,"$248,712.00",#N/A,#N/A,#N/A,,,
63094901, INTERLAKE AVE N ,7/1/2004,"$259,041.00",2/4/2005,"$320,000.00","$289,952.00",,,
63094902, Interlake Ave N ,7/1/2004,"$262,520.00",8/6/2004,"$275,500.00","$256,516.00",,,
63094903, INTERLAKE AVE N ,7/1/2004,"$261,653.00",2/9/2006,"$357,000.00","$339,865.00",,,
63095009, Woodland Park Ave N ,7/1/1997,"$80,284.00",4/8/2005,"$182,000.00","$174,164.00",,,
63095010, Woodland Park Ave N ,7/1/1997,"$80,397.00",#N/A,#N/A,#N/A,,,
63139540, STONE AVE N ,7/1/2005,"$300,503.00",#N/A,#N/A,#N/A,,,
63154278, Woodland Park Ave N ,7/1/1997,"$79,847.00",#N/A,#N/A,#N/A,,,
63194256, Woodland Park Ave N ,7/1/1997,"$75,342.00",#N/A,#N/A,#N/A,,,
63204351, STONE AVE N ,7/1/2004,"$265,287.00",#N/A,#N/A,#N/A,,,
63215074, Densmore Ave N ,7/1/1997,"$108,087.00",#N/A,#N/A,#N/A,,,
63227539, STONE WAY N ,7/1/2004,"$217,976.00",#N/A,#N/A,#N/A,,,
63234320, Stone Ave N ,7/1/2004,"$202,449.00",#N/A,#N/A,#N/A,,,
63302090, STONE AVE N ,7/1/2004,"$202,449.00",#N/A,#N/A,#N/A,,,
63302091, STONE AVE N ,7/1/2004,"$232,555.00",#N/A,#N/A,#N/A,,,
63334062,N 45TH ST  ,7/1/2004,"$213,182.00",#N/A,#N/A,#N/A,,,
63334142, ALBION PL N ,7/1/1997,"$162,318.00",#N/A,#N/A,#N/A,,,
63334209,N ALLEN PL  ,7/1/1997,"$161,467.00",#N/A,#N/A,#N/A,,,
63334237, WHITMAN AVE N ,7/1/1997,"$160,122.00",#N/A,#N/A,#N/A,,,
63334405, Aurora Ave N ,7/1/1997,"$172,182.00",#N/A,#N/A,#N/A,,,
63334743, DENSMORE AVE N ,7/1/1997,"$171,513.00",#N/A,#N/A,#N/A,,,
63334796, STONE AVE N ,7/1/2004,"$251,966.00",#N/A,#N/A,#N/A,,,
63334797, Stone Ave N ,7/1/2004,"$251,122.00",#N/A,#N/A,#N/A,,,
63334798, Stone Ave N ,7/1/2004,"$258,327.00",#N/A,#N/A,#N/A,,,
63334799, Stone Ave N ,7/1/2004,"$259,541.00",#N/A,#N/A,#N/A,,,
63334800, Stone Ave N ,7/1/2004,"$252,795.00",#N/A,#N/A,#N/A,,,
63334801, Stone Ave N ,7/1/2004,"$229,882.00",#N/A,#N/A,#N/A,,,
63334802, Stone Ave N ,7/1/2004,"$249,869.00",#N/A,#N/A,#N/A,,,
63334803, Stone Ave N ,7/1/2004,"$258,394.00",#N/A,#N/A,#N/A,,,
63334804, Interlake Ave N ,7/1/2004,"$260,462.00",7/19/2004,"$273,950.00","$260,462.00",,,
63334805, INTERLAKE AVE N ,7/1/2004,"$262,156.00",#N/A,#N/A,#N/A,,,
63334806, Interlake Ave N ,7/1/2004,"$262,156.00",7/26/2004,"$290,500.00","$262,156.00",,,
63334807, Interlake Ave N ,7/1/2004,"$260,462.00",#N/A,#N/A,#N/A,,,
63334808, Interlake Ave N ,7/1/2004,"$263,023.00",6/29/2004,"$292,800.00","$279,973.00",,,
63334809, Interlake Ave N ,7/1/2004,"$263,023.00",6/29/2004,"$286,950.00","$279,973.00",,,
63334810, Interlake Ave N ,7/1/2004,"$259,544.00",#N/A,#N/A,#N/A,,,
63334811, INTERLAKE AVE N ,7/1/2004,"$263,023.00",6/30/2004,"$301,500.00","$263,023.00",,,
63334812, Interlake Ave N ,7/1/2004,"$263,023.00",#N/A,#N/A,#N/A,,,
63334813, Fremont Ave N ,7/1/1997,"$161,634.00",#N/A,#N/A,#N/A,,,
63334841, WHITMAN AVE N ,7/1/1997,"$160,931.00",#N/A,#N/A,#N/A,,,
63334911, Burke Ave N ,7/1/1997,"$160,323.00",#N/A,#N/A,#N/A,,,
63334954,N 35TH ST  ,7/1/1997,"$159,500.00",#N/A,#N/A,#N/A,,,
63335054, PHINNEY AVE N ,7/1/1997,"$158,717.00",#N/A,#N/A,#N/A,,,
63335061, GREENWOOD AVE N ,7/1/1997,"$158,946.00",#N/A,#N/A,#N/A,,,
63335085,N 85TH ST  ,7/1/1997,"$159,351.00",#N/A,#N/A,#N/A,,,
63335091, ALBION PL N ,7/1/1997,"$161,032.00",#N/A,#N/A,#N/A,,,
63335092,N PACIFIC ST  ,7/1/1997,"$162,431.00",#N/A,#N/A,#N/A,,,
63335094, Burke Ave N ,7/1/1997,"$159,566.00",#N/A,#N/A,#N/A,,,
63335173, Aurora Ave N ,7/1/2003,"$279,173.00",#N/A,#N/A,#N/A,,,
63335370, DAYTON AVE N ,7/1/1997,"$159,543.00",#N/A,#N/A,#N/A,,,
63335375,N 85TH ST  ,7/1/1997,"$175,227.00",#N/A,#N/A,#N/A,,,
63335376, Francis Ave N ,7/1/2003,"$208,277.00",#N/A,#N/A,#N/A,,,
63335377, Francis Ave N ,7/1/2003,"$215,805.00",#N/A,#N/A,#N/A,,,
63335378, Francis Ave N ,7/1/2003,"$216,477.00",#N/A,#N/A,#N/A,,,
63335379, DAYTON AVE N ,7/1/2004,"$269,086.00",#N/A,#N/A,#N/A,,,
63335380, EVANSTON AVE N ,7/1/2004,"$273,013.00",#N/A,#N/A,#N/A,,,
63335381, Evanston Ave N ,7/1/2004,"$285,900.00",#N/A,#N/A,#N/A,,,
63335382, EVANSTON AVE N ,7/1/2004,"$293,216.00",#N/A,#N/A,#N/A,,,
63335433, EASTERN AVE N ,7/1/2003,"$252,080.00",#N/A,#N/A,#N/A,,,
63335489, WHITMAN AVE N ,7/1/1997,"$154,113.00",#N/A,#N/A,#N/A,,,
63335573,N 85TH ST  ,7/1/2003,"$249,393.00",#N/A,#N/A,#N/A,,,
63335598,N 72ND ST  ,7/1/1997,"$158,945.00",#N/A,#N/A,#N/A,,,
63335632, PHINNEY AVE N ,7/1/1997,"$150,647.00",#N/A,#N/A,#N/A,,,
63335640, Ashworth Ave N ,7/1/1997,"$160,038.00",#N/A,#N/A,#N/A,,,
63335656,N 50th St  ,7/1/2003,"$251,795.00",#N/A,#N/A,#N/A,,,
63335657,N 50th St  ,7/1/2003,"$227,094.00",6/1/2004,"$325,000.00","$250,340.00",,,
63335709, PHINNEY AVE N ,7/1/1997,"$160,098.00",#N/A,#N/A,#N/A,,,
63335710, DAYTON AVE N ,7/1/1997,"$159,610.00",#N/A,#N/A,#N/A,,,
63335712,N 42nd St  ,7/1/2003,"$252,937.00",#N/A,#N/A,#N/A,,,
63335713, CORLISS AVE N ,7/1/2003,"$252,593.00",#N/A,#N/A,#N/A,,,
63335721,N 46TH ST  ,7/1/2003,"$251,017.00",#N/A,#N/A,#N/A,,,
63335739, FRANCIS AVE N ,7/1/2003,"$252,184.00",#N/A,#N/A,#N/A,,,
63335740, FRANCIS AVE N ,7/1/2003,"$254,016.00",#N/A,#N/A,#N/A,,,
63335744, LINDEN AVE N ,7/1/1997,"$158,705.00",#N/A,#N/A,#N/A,,,
63335745, DAYTON AVE N ,7/1/1997,"$157,812.00",#N/A,#N/A,#N/A,,,
63335746, FREMONT AVE N ,7/1/1997,"$161,402.00",#N/A,#N/A,#N/A,,,
63335777, FREMONT AVE N ,7/1/1997,"$162,453.00",#N/A,#N/A,#N/A,,,
63335921,N ALLEN PL  ,7/1/1997,"$172,449.00",#N/A,#N/A,#N/A,,,
63335922,N 78th St  ,7/1/1997,"$155,144.00",#N/A,#N/A,#N/A,,,
63335923,E GREEN LAKE DR N ,7/1/1997,"$169,827.00",#N/A,#N/A,#N/A,,,
63335926, GREENWOOD AVE N ,7/1/1997,"$170,579.00",#N/A,#N/A,#N/A,,,
63335934, LINDEN AVE N ,7/1/1997,"$158,411.00",#N/A,#N/A,#N/A,,,
63335936,N 94th St  ,7/1/1997,"$159,326.00",#N/A,#N/A,#N/A,,,
63335938,E Green Lake Dr N ,7/1/1997,"$158,844.00",#N/A,#N/A,#N/A,,,
63335942, GREENWOOD AVE N ,7/1/1997,"$158,910.00",#N/A,#N/A,#N/A,,,
63335945, GREENWOOD AVE N ,7/1/1997,"$170,369.00",#N/A,#N/A,#N/A,,,
63335948,N 44TH ST  ,7/1/1997,"$160,441.00",#N/A,#N/A,#N/A,,,
63336019, GREENWOOD AVE N ,7/1/1997,"$161,129.00",#N/A,#N/A,#N/A,,,
63336038, Stone Ave N ,7/1/2004,"$277,824.00",#N/A,#N/A,#N/A,,,
63336039, STONE AVE N ,7/1/2004,"$254,600.00",#N/A,#N/A,#N/A,,,
63336040, Stone Ave N ,7/1/2004,"$253,598.00",#N/A,#N/A,#N/A,,,
63336041, Stone Ave N ,7/1/2004,"$220,308.00",#N/A,#N/A,#N/A,,,
63336042, STONE AVE N ,7/1/2004,"$278,301.00",2/25/2005,"$329,950.00","$319,446.00",,,
63336043, Stone Ave N ,7/1/2004,"$253,477.00",#N/A,#N/A,#N/A,,,
63336044, STONE AVE N ,7/1/2004,"$254,600.00",4/30/2004,"$282,500.00","$279,151.00",,,
63336052, FREMONT AVE N ,7/1/1997,"$157,776.00",#N/A,#N/A,#N/A,,,
63336295,N 35TH ST  ,7/1/2003,"$252,614.00",#N/A,#N/A,#N/A,,,
63336301, GREENWOOD AVE N ,7/1/2003,"$250,618.00",#N/A,#N/A,#N/A,,,
63336445,N 85TH ST  ,7/1/1997,"$156,234.00",#N/A,#N/A,#N/A,,,
63336489, Aurora Ave N ,7/1/2003,"$246,557.00",#N/A,#N/A,#N/A,,,
63336520,N 59TH ST  ,7/1/1997,"$103,171.00",#N/A,#N/A,#N/A,,,
63336585, KIRKWOOD PL N ,7/1/2003,"$251,613.00",#N/A,#N/A,#N/A,,,
63336643,N 35TH ST  ,7/1/1997,"$160,952.00",#N/A,#N/A,#N/A,,,
63336716, Burke Ave N ,7/1/1997,"$161,096.00",#N/A,#N/A,#N/A,,,
63336898,N NORTHLAKE WAY ,7/1/1997,"$161,457.00",#N/A,#N/A,#N/A,,,
63336947, STONE AVE N ,7/1/1997,"$160,023.00",#N/A,#N/A,#N/A,,,
63336948, ASHWORTH AVE N ,7/1/1997,"$156,501.00",#N/A,#N/A,#N/A,,,
63336952, LINDEN AVE N ,7/1/2003,"$252,891.00",#N/A,#N/A,#N/A,,,
63336953,N 95TH ST  ,7/1/2003,"$251,736.00",#N/A,#N/A,#N/A,,,
63336954, LINDEN AVE N ,7/1/1997,"$159,417.00",#N/A,#N/A,#N/A,,,
63336956, LINDEN AVE N ,7/1/1997,"$156,252.00",#N/A,#N/A,#N/A,,,
63337070, DAYTON AVE N ,7/1/1997,"$158,015.00",#N/A,#N/A,#N/A,,,
63337152, GREENWOOD AVE N ,7/1/1997,"$159,385.00",#N/A,#N/A,#N/A,,,
63337526,N 73RD ST  ,7/1/1997,"$159,648.00",#N/A,#N/A,#N/A,,,
63337580, LINDEN AVE N ,7/1/1997,"$157,921.00",#N/A,#N/A,#N/A,,,
63337612,N 43RD ST  ,7/1/1997,"$155,389.00",#N/A,#N/A,#N/A,,,
63337613,N 46TH ST  ,7/1/2003,"$246,720.00",#N/A,#N/A,#N/A,,,
63337622, MERIDIAN AVE N ,7/1/1997,"$171,755.00",#N/A,#N/A,#N/A,,,
63337635,N 35TH ST  ,7/1/1997,"$159,464.00",#N/A,#N/A,#N/A,,,
63337678, ALBION PL N ,7/1/1997,"$162,027.00",#N/A,#N/A,#N/A,,,
63337704,N 46TH ST  ,7/1/1997,"$161,192.00",#N/A,#N/A,#N/A,,,
63337810,N 46TH ST  ,7/1/1997,"$159,895.00",#N/A,#N/A,#N/A,,,
63337844, WOODLAND PARK AVE N ,7/1/1997,"$159,135.00",#N/A,#N/A,#N/A,,,
63337845, Woodland Park Ave N ,7/1/1997,"$77,639.00",8/27/2004,"$109,950.00","$130,438.00",,,
63337846, Woodland Park Ave N ,7/1/1997,"$79,712.00",#N/A,#N/A,#N/A,,,
63337847, Woodland Park Ave N ,7/1/1997,"$89,524.00",#N/A,#N/A,#N/A,,,
63337848, Woodland Park Ave N ,7/1/1997,"$89,744.00",6/22/2004,"$240,000.00","$193,996.00",,,
63337849, WOODLAND PARK AVE N ,7/1/1997,"$77,581.00",#N/A,#N/A,#N/A,,,
63337854, WOODLAND PARK AVE N ,7/1/1997,"$166,691.00",#N/A,#N/A,#N/A,,,
63337883, PHINNEY AVE N ,7/1/1997,"$160,923.00",#N/A,#N/A,#N/A,,,
63337908, PHINNEY AVE N ,7/1/1997,"$156,188.00",#N/A,#N/A,#N/A,,,
63338162,N NORTHLAKE WAY ,7/1/2003,"$248,925.00",#N/A,#N/A,#N/A,,,
63338245, GREENWOOD AVE N ,7/1/1997,"$156,551.00",#N/A,#N/A,#N/A,,,
63338325, PHINNEY AVE N ,7/1/1997,"$158,960.00",#N/A,#N/A,#N/A,,,
63338331,E GREEN LAKE DR  ,7/1/1997,"$162,452.00",#N/A,#N/A,#N/A,,,
63338398,N 94th St  ,7/1/1997,"$159,782.00",#N/A,#N/A,#N/A,,,
63338400,N 85TH ST  ,7/1/1997,"$159,168.00",#N/A,#N/A,#N/A,,,
63338401,N 92ND ST  ,7/1/1997,"$158,128.00",#N/A,#N/A,#N/A,,,
63338411,N 73RD ST  ,7/1/1997,"$169,090.00",#N/A,#N/A,#N/A,,,
63338723, WINSLOW PL N ,7/1/1997,"$173,263.00",#N/A,#N/A,#N/A,,,
63338724, DAYTON AVE N ,7/1/2003,"$243,656.00",#N/A,#N/A,#N/A,,,
63338824, INTERLAKE AVE N ,7/1/1997,"$159,622.00",#N/A,#N/A,#N/A,,,
63338836,N 47TH ST  ,7/1/1997,"$163,803.00",#N/A,#N/A,#N/A,,,
63338937, INTERLAKE AVE N ,7/1/2004,"$285,550.00",#N/A,#N/A,#N/A,,,
63338938, Interlake Ave N ,7/1/2004,"$285,550.00",#N/A,#N/A,#N/A,,,
63338942, Evanston Ave N ,7/1/2003,"$253,398.00",#N/A,#N/A,#N/A,,,
63339114,N 55th St  ,7/1/2003,"$249,111.00",#N/A,#N/A,#N/A,,,
63339158, FREMONT AVE N ,7/1/1997,"$156,601.00",#N/A,#N/A,#N/A,,,
63339159, FREMONT AVE N ,7/1/1997,"$160,128.00",#N/A,#N/A,#N/A,,,
63339160, Carr Pl N ,7/1/1997,"$161,205.00",#N/A,#N/A,#N/A,,,
63339166, SUNNYSIDE AVE N ,7/1/1997,"$160,358.00",#N/A,#N/A,#N/A,,,
