PropertyID,Street,ZestimateDate,ZestimateAmount,SaleDate,SaleAmount,ZestimateOnSaleDate,,Delta of FandG,
48795803, Bagley Ave N ,7/1/2005,"$399,378.00",#N/A,#N/A,#N/A,,,
48795804, BAGLEY AVE N ,7/1/2005,"$439,759.00",7/31/2000,"$299,950.00","$293,948.00",,,
48795805, BAGLEY AVE N ,7/1/2005,"$588,477.00",#N/A,#N/A,#N/A,,,
48795806, Bagley Ave N ,7/1/1997,"$205,730.00",#N/A,#N/A,#N/A,,,
48795807, BAGLEY AVE N ,7/1/1997,"$223,103.00",1/25/2000,"$793,000.00","$299,075.00",,,
48795808, BAGLEY AVE N ,7/1/1997,"$190,648.00",#N/A,#N/A,#N/A,,,
48795809, BAGLEY AVE N ,7/1/1997,"$182,842.00",12/16/2003,"$324,950.00","$328,985.00",,,
48795810,N 82nd St  ,7/1/1997,"$193,972.00",#N/A,#N/A,#N/A,,,
48800423,N 72nd St  ,7/1/1997,"$94,411.00",6/25/1997,"$110,000.00","$94,184.00",,,
48800424,N 72nd St  ,7/1/1997,"$94,828.00",4/19/2004,"$164,000.00","$158,455.00",,,
48800425,N 72nd St  ,7/1/1997,"$93,871.00",#N/A,#N/A,#N/A,,,
48800426,N 72nd St  ,7/1/1997,"$134,567.00",10/12/2004,"$242,950.00","$232,256.00",,,
48800427,N 72nd St  ,7/1/1997,"$138,430.00",2/23/2006,"$349,500.00","$277,908.00",,,
48800428,N 72nd St  ,7/1/1997,"$137,015.00",#N/A,#N/A,#N/A,,,
48800429,N 72nd St  ,7/1/1997,"$134,567.00",7/31/2002,"$239,500.00","$211,546.00",,,
48805408, PALATINE AVE N ,7/1/1997,"$134,933.00",5/28/1999,"$173,000.00","$170,757.00",,,
48805409, PALATINE AVE N ,7/1/1997,"$132,751.00",6/15/2000,"$165,000.00","$189,019.00",,,
48805410, Palatine Ave N ,7/1/1997,"$127,719.00",#N/A,#N/A,#N/A,,,
48805411,N 90th St  ,7/1/1997,"$220,162.00",#N/A,#N/A,#N/A,,,
48805412, Palatine Ave N ,7/1/1997,"$193,523.00",#N/A,#N/A,#N/A,,,
48805413, Palatine Ave N ,7/1/1997,"$114,474.00",#N/A,#N/A,#N/A,,,
48805414, PALATINE AVE N ,7/1/1997,"$134,639.00",9/30/2004,"$226,000.00","$254,391.00",,,
48805415, PALATINE AVE N ,7/1/1997,"$152,500.00",1/7/2005,"$339,500.00","$298,628.00",,,
48805416, PALATINE AVE N ,7/1/1997,"$137,173.00",10/31/2003,"$225,000.00","$234,134.00",,,
48805417, PALATINE AVE N ,7/1/1997,"$133,682.00",3/29/1996,"$108,000.00","$124,586.00",,,
48805424,N 90th St  ,7/1/1997,"$188,266.00",#N/A,#N/A,#N/A,,,
48805527,N 43rd St  ,7/1/1997,"$224,341.00",#N/A,#N/A,#N/A,,,
48805528,N 43RD ST  ,7/1/1997,"$174,062.00",#N/A,#N/A,#N/A,,,
48805529,N 43rd St  ,7/1/1997,"$189,009.00",#N/A,#N/A,#N/A,,,
48805530,N 43RD ST  ,7/1/1997,"$234,105.00",10/6/2003,"$465,000.00","$418,371.00",,,
48805531, Ashworth Ave N ,7/1/1997,"$216,352.00",#N/A,#N/A,#N/A,,,
48805532, ASHWORTH AVE N ,7/1/1997,"$222,891.00",#N/A,#N/A,#N/A,,,
49115104,N 52ND ST  ,7/1/1997,"$263,518.00",4/2/2007,"$663,000.00","$621,887.00",,"$41,113.00",
48805534, Interlake Ave N ,7/1/1997,"$237,096.00",9/12/2003,"$437,500.00","$410,359.00",,,
48805535, INTERLAKE AVE N ,7/1/1997,"$201,735.00",10/16/2002,"$365,000.00","$351,459.00",,,
48805536, INTERLAKE AVE N ,7/1/1997,"$166,620.00",4/3/2002,"$280,000.00","$267,405.00",,,
48805537,N 43RD ST  ,7/1/1997,"$211,466.00",8/17/2006,"$452,500.00","$537,583.00",,,
48805538,N 43RD ST  ,7/1/1997,"$223,287.00",3/15/2005,"$405,000.00","$463,583.00",,,
48805539, ASHWORTH AVE N ,7/1/1997,"$267,157.00",6/27/1997,"$275,000.00","$267,157.00",,,
48805540, Ashworth Ave N ,7/1/1997,"$246,219.00",#N/A,#N/A,#N/A,,,
48805541, ASHWORTH AVE N ,7/1/1997,"$198,636.00",11/18/1999,"$239,950.00","$265,875.00",,,
48805542, INTERLAKE AVE N ,7/1/1997,"$274,686.00",#N/A,#N/A,#N/A,,,
48805543, INTERLAKE AVE N ,7/1/1997,"$258,436.00",#N/A,#N/A,#N/A,,,
48805544, INTERLAKE AVE N ,7/1/1997,"$218,666.00",1/24/2002,"$302,000.00","$350,391.00",,,
48808022, Phinney Ave N ,7/1/1997,"$100,467.00",#N/A,#N/A,#N/A,,,
48808023, Phinney Ave N ,7/1/1997,"$117,707.00",#N/A,#N/A,#N/A,,,
48808024, Phinney Ave N ,7/1/1997,"$112,299.00",#N/A,#N/A,#N/A,,,
48808025, Phinney Ave N ,7/1/1997,"$101,678.00",11/15/2004,"$191,000.00","$181,998.00",,,
48808026, Phinney Ave N ,7/1/1997,"$174,115.00",#N/A,#N/A,#N/A,,,
48808027, Phinney Ave N ,7/1/1997,"$151,008.00",#N/A,#N/A,#N/A,,,
48808028, Phinney Ave N ,7/1/1997,"$105,936.00",#N/A,#N/A,#N/A,,,
48808029, Phinney Ave N ,7/1/1997,"$172,499.00",#N/A,#N/A,#N/A,,,
48808030, Phinney Ave N ,7/1/1997,"$156,177.00",#N/A,#N/A,#N/A,,,
48808031, Phinney Ave N ,7/1/1997,"$105,244.00",4/12/1996,"$86,000.00","$98,599.00",,,
48808032, Phinney Ave N ,7/1/1997,"$186,688.00",#N/A,#N/A,#N/A,,,
48808033, Phinney Ave N ,7/1/1997,"$169,672.00",#N/A,#N/A,#N/A,,,
48808034, Phinney Ave N ,7/1/1997,"$111,893.00",#N/A,#N/A,#N/A,,,
48808078, Ashworth Ave N ,7/1/1997,"$153,431.00",#N/A,#N/A,#N/A,,,
48808079, ASHWORTH AVE N ,7/1/1997,"$150,716.00",12/7/1999,"$182,000.00","$188,403.00",,,
48808080, ASHWORTH AVE N ,7/1/1997,"$370,151.00",8/4/2006,"$798,000.00","$894,907.00",,,
48815423, Greenwood Ave N ,7/1/1997,"$93,470.00",#N/A,#N/A,#N/A,,,
48815424, Greenwood Ave N ,7/1/1997,"$119,394.00",10/24/2003,"$201,100.00","$191,989.00",,,
48815425, Greenwood Ave N ,7/1/1997,"$124,232.00",6/1/2004,"$200,000.00","$202,329.00",,,
48815426, Greenwood Ave N ,7/1/1997,"$129,499.00",3/28/2000,"$192,500.00","$167,123.00",,,
48815427, Greenwood Ave N ,7/1/1997,"$128,773.00",5/21/2004,"$212,500.00","$204,621.00",,,
48815428, Greenwood Ave N ,7/1/1997,"$129,808.00",#N/A,#N/A,#N/A,,,
48815429, Greenwood Ave N ,7/1/1997,"$137,695.00",#N/A,#N/A,#N/A,,,
48815684, Phinney Ave N ,7/1/1997,"$71,072.00",#N/A,#N/A,#N/A,,,
48815685, Phinney Ave N ,7/1/1997,"$87,089.00",4/28/2003,"$116,000.00","$137,868.00",,,
48815686, Phinney Ave N ,7/1/1997,"$127,878.00",3/14/2005,"$248,000.00","$234,118.00",,,
48815688, Phinney Ave N ,7/1/1997,"$96,905.00",8/10/2001,"$179,950.00","$145,642.00",,,
48815689, Phinney Ave N ,7/1/1997,"$93,483.00",#N/A,#N/A,#N/A,,,
48818293, Linden Ave N ,7/1/1997,"$90,234.00",6/30/1998,"$112,000.00","$109,664.00",,,
48818294, Linden Ave N ,7/1/1997,"$99,092.00",2/6/2006,"$240,000.00","$221,572.00",,,
48818295, Dayton Ave N ,7/1/1997,"$105,969.00",6/12/2001,"$186,000.00","$157,235.00",,,
48818296, Dayton Ave N ,7/1/1997,"$143,298.00",4/15/1996,"$143,000.00","$131,035.00",,,
48818297, Dayton Ave N ,7/1/1997,"$147,726.00",4/19/1996,"$146,000.00","$133,334.00",,,
48818298, Dayton Ave N ,7/1/1997,"$147,613.00",4/30/1996,"$146,000.00","$140,079.00",,,
48818299, Dayton Ave N ,7/1/1997,"$115,751.00",1/30/1998,"$144,500.00","$125,150.00",,,
48818300, Dayton Ave N ,7/1/1997,"$154,102.00",11/20/1996,"$150,000.00","$144,292.00",,,
48818301, Dayton Ave N ,7/1/1997,"$155,481.00",11/20/1996,"$155,000.00","$147,790.00",,,
48818302, Dayton Ave N ,7/1/1997,"$155,432.00",8/22/2006,"$388,000.00","$345,869.00",,,
48818303, Dayton Ave N ,7/1/1997,"$126,476.00",4/21/1998,"$148,500.00","$137,014.00",,,
48818304, Dayton Ave N ,7/1/1997,"$158,990.00",5/3/2000,"$213,500.00","$209,012.00",,,
48818305, Dayton Ave N ,7/1/1997,"$143,656.00",8/30/2001,"$206,000.00","$210,569.00",,,
48818306, Dayton Ave N ,7/1/1997,"$149,809.00",3/12/1999,"$176,000.00","$179,320.00",,,
48818307, Dayton Ave N ,7/1/1997,"$159,083.00",7/2/1996,"$169,000.00","$149,241.00",,,
48818308, Dayton Ave N ,7/1/1997,"$181,081.00",2/20/1998,"$235,000.00","$186,852.00",,,
48818309, Dayton Ave N ,7/1/1997,"$75,496.00",#N/A,#N/A,#N/A,,,
48818310, Dayton Ave N ,7/1/1997,"$75,425.00",#N/A,#N/A,#N/A,,,
48818311, Dayton Ave N ,7/1/1997,"$75,496.00",#N/A,#N/A,#N/A,,,
48818312, Fremont Ave N ,7/1/1997,"$148,027.00",#N/A,#N/A,#N/A,,,
48818313, FREMONT AVE N ,7/1/1997,"$129,394.00",4/16/1998,"$107,000.00","$139,649.00",,,
48818314, Fremont Ave N ,7/1/1997,"$143,261.00",#N/A,#N/A,#N/A,,,
48818315, FREMONT AVE N ,7/1/1997,"$184,609.00",5/15/2001,"$265,000.00","$263,541.00",,,
48818316, FREMONT AVE N ,7/1/1997,"$131,764.00",3/5/2001,"$193,000.00","$188,050.00",,,
48818317, FREMONT AVE N ,7/1/1997,"$152,923.00",8/16/2000,"$199,000.00","$207,886.00",,,
48818318, FREMONT AVE N ,7/1/1997,"$92,598.00",10/15/1999,"$146,000.00","$125,384.00",,,
48818319, FREMONT AVE N ,7/1/1997,"$92,455.00",6/6/2003,"$150,000.00","$149,904.00",,,
48818320, FREMONT AVE N ,7/1/1997,"$131,560.00",10/10/2003,"$186,000.00","$206,317.00",,,
48818321, FREMONT AVE N ,7/1/1997,"$152,116.00",3/8/2002,"$229,950.00","$221,856.00",,,
48818322, FREMONT AVE N ,7/1/1997,"$185,722.00",3/29/2004,"$280,000.00","$288,270.00",,,
48818323, FREMONT AVE N ,7/1/1997,"$133,857.00",5/28/2004,"$240,000.00","$216,047.00",,,
48818324, Fremont Ave N ,7/1/1997,"$154,011.00",#N/A,#N/A,#N/A,,,
48818325, FREMONT AVE N ,7/1/1997,"$95,033.00",#N/A,#N/A,#N/A,,,
48818326, FREMONT AVE N ,7/1/1997,"$94,638.00",#N/A,#N/A,#N/A,,,
48818327, FREMONT AVE N ,7/1/1997,"$133,886.00",11/13/1998,"$159,950.00","$155,322.00",,,
48818328, FREMONT AVE N ,7/1/1997,"$151,913.00",12/12/2000,"$227,500.00","$207,155.00",,,
48818329, Fremont Ave N ,7/1/1997,"$188,222.00",#N/A,#N/A,#N/A,,,
48818330, Fremont Ave N ,7/1/1997,"$138,444.00",#N/A,#N/A,#N/A,,,
48818331, FREMONT AVE N ,7/1/1997,"$156,747.00",#N/A,#N/A,#N/A,,,
48818332, Fremont Ave N ,7/1/1997,"$96,686.00",4/10/1996,"$76,000.00","$89,444.00",,,
48818333, FREMONT AVE N ,7/1/1997,"$95,727.00",#N/A,#N/A,#N/A,,,
48818334, Fremont Ave N ,7/1/1997,"$138,322.00",7/28/2004,"$218,500.00","$233,898.00",,,
48818335, Fremont Ave N ,7/1/1997,"$154,791.00",#N/A,#N/A,#N/A,,,
48820117,N 75th St  ,7/1/1997,"$280,941.00",#N/A,#N/A,#N/A,,,
48820118,N 75TH ST  ,7/1/1997,"$240,176.00",#N/A,#N/A,#N/A,,,
48820119,N 75TH ST  ,7/1/1997,"$218,278.00",#N/A,#N/A,#N/A,,,
48820120,N 75TH ST  ,7/1/1997,"$268,119.00",8/27/2004,"$525,000.00","$526,969.00",,,
48820121,N 75th St  ,7/1/1997,"$237,183.00",#N/A,#N/A,#N/A,,,
48820122,N 75th St  ,7/1/1997,"$291,648.00",#N/A,#N/A,#N/A,,,
48820123,N 75TH ST  ,7/1/1997,"$244,085.00",#N/A,#N/A,#N/A,,,
48820124,N 75TH ST  ,7/1/1997,"$211,732.00",9/14/2001,"$339,950.00","$321,633.00",,,
48820125,N 75TH ST  ,7/1/1997,"$261,698.00",1/4/2002,"$410,000.00","$387,288.00",,,
48820126,N 75th St  ,7/1/1997,"$138,249.00",#N/A,#N/A,#N/A,,,
48820127, DAYTON AVE N ,7/1/1997,"$211,391.00",4/30/1999,"$295,000.00","$274,886.00",,,
48820128,N 74th St  ,7/1/1997,"$156,779.00",#N/A,#N/A,#N/A,,,
48820129,N 74th St  ,7/1/1997,"$175,085.00",#N/A,#N/A,#N/A,,,
48820130,N 74th St  ,7/1/1997,"$232,341.00",#N/A,#N/A,#N/A,,,
48820131,N 74th St  ,7/1/1997,"$228,122.00",#N/A,#N/A,#N/A,,,
48820132,N 74TH ST  ,7/1/2004,"$469,982.00",#N/A,#N/A,#N/A,,,
48820133,N 74th St  ,7/1/1997,"$242,054.00",6/21/1996,"$212,000.00","$211,037.00",,,
48820134,N 74th St  ,7/1/1997,"$200,303.00",#N/A,#N/A,#N/A,,,
48820135,N 74th St  ,7/1/1997,"$178,408.00",#N/A,#N/A,#N/A,,,
48820136,N 74TH ST  ,7/1/1997,"$172,186.00",2/12/2003,"$287,500.00","$293,938.00",,,
48820137,N 74TH ST  ,7/1/1997,"$242,311.00",#N/A,#N/A,#N/A,,,
48820138,N 74th St  ,7/1/1997,"$171,760.00",#N/A,#N/A,#N/A,,,
48820139,N 74TH ST  ,7/1/1997,"$224,699.00",8/25/1997,"$267,500.00","$227,588.00",,,
48820140,N 74th St  ,7/1/1997,"$165,179.00",#N/A,#N/A,#N/A,,,
48820141,N 74th St  ,7/1/1997,"$136,078.00",#N/A,#N/A,#N/A,,,
48820142, DAYTON AVE N ,7/1/1997,"$179,586.00",8/15/2001,"$240,000.00","$271,142.00",,,
48820143, DAYTON AVE N ,7/1/1997,"$175,470.00",#N/A,#N/A,#N/A,,,
48820144,N 75TH ST  ,7/1/1997,"$231,226.00",5/7/1999,"$323,000.00","$296,556.00",,,
48820145,N 75th St  ,7/1/1997,"$228,891.00",#N/A,#N/A,#N/A,,,
48820146,N 75TH ST  ,7/1/1997,"$220,761.00",#N/A,#N/A,#N/A,,,
48820147,N 75th St  ,7/1/1997,"$152,745.00",#N/A,#N/A,#N/A,,,
48820148,N 75th St  ,7/1/1997,"$177,847.00",#N/A,#N/A,#N/A,,,
48820149,N 75th St  ,7/1/1997,"$189,787.00",#N/A,#N/A,#N/A,,,
48820150,N 75th St  ,7/1/1997,"$259,929.00",#N/A,#N/A,#N/A,,,
48820151,N 75TH ST  ,7/1/1997,"$208,153.00",6/9/2000,"$335,500.00","$303,094.00",,,
48820152,N 75TH ST  ,7/1/1997,"$194,813.00",11/30/2001,"$301,000.00","$308,640.00",,,
48820153,N 75th St  ,7/1/1997,"$197,240.00",#N/A,#N/A,#N/A,,,
48820154,N 75TH ST  ,7/1/1997,"$195,940.00",#N/A,#N/A,#N/A,,,
48820155,N 75th St  ,7/1/1997,"$213,947.00",#N/A,#N/A,#N/A,,,
48820156,N 75TH ST  ,7/1/1997,"$179,121.00",11/5/1998,"$198,467.00","$227,999.00",,,
48820157, Fremont Ave N ,7/1/1997,"$154,728.00",#N/A,#N/A,#N/A,,,
48820158, FREMONT AVE N ,7/1/1997,"$181,662.00",12/31/1997,"$210,000.00","$201,305.00",,,
48820159, Fremont Ave N ,7/1/1997,"$171,763.00",11/30/2006,"$390,000.00","$446,278.00",,,
48820160,N 74TH ST  ,7/1/1997,"$230,582.00",2/19/1999,"$283,725.00","$269,032.00",,,
48820161,N 74TH ST  ,7/1/1997,"$176,264.00",#N/A,#N/A,#N/A,,,
48820162,N 74TH ST  ,7/1/1997,"$174,918.00",7/12/2002,"$273,500.00","$285,575.00",,,
48820163,N 74TH ST  ,7/1/1997,"$194,121.00",#N/A,#N/A,#N/A,,,
48820164,N 74TH ST  ,7/1/1997,"$164,127.00",11/18/1998,"$176,200.00","$198,362.00",,,
48820165,N 74TH ST  ,7/1/1997,"$161,753.00",10/29/1999,"$193,000.00","$217,099.00",,,
48820166,N 74TH ST  ,7/1/1997,"$161,417.00",5/16/2005,"$401,000.00","$364,026.00",,,
48820167,N 74th St  ,7/1/1997,"$195,042.00",#N/A,#N/A,#N/A,,,
48820168,N 74TH ST  ,7/1/1997,"$181,332.00",#N/A,#N/A,#N/A,,,
48820169,N 74th St  ,7/1/1997,"$152,061.00",#N/A,#N/A,#N/A,,,
48820170, DAYTON AVE N ,7/1/1997,"$165,740.00",6/23/2003,"$298,000.00","$286,024.00",,,
48820171, DAYTON AVE N ,7/1/1997,"$163,883.00",10/7/2003,"$375,000.00","$281,157.00",,,
48820172, Dayton Ave N ,7/1/1997,"$256,291.00",#N/A,#N/A,#N/A,,,
48820173, Dayton Ave N ,7/1/1997,"$156,776.00",#N/A,#N/A,#N/A,,,
48820174,N 74th St  ,7/1/1997,"$208,766.00",#N/A,#N/A,#N/A,,,
48820175,N 74TH ST  ,7/1/1997,"$167,626.00",#N/A,#N/A,#N/A,,,
48820176,N 74TH ST  ,7/1/1997,"$159,619.00",#N/A,#N/A,#N/A,,,
48820177,N 74TH ST  ,7/1/1997,"$141,926.00",5/29/2001,"$210,000.00","$205,699.00",,,
48820178,N 74TH ST  ,7/1/1997,"$145,749.00",#N/A,#N/A,#N/A,,,
48820179,N 74th St  ,7/1/1997,"$178,788.00",#N/A,#N/A,#N/A,,,
48820180,N 74th St  ,7/1/1997,"$175,280.00",5/5/2003,"$309,780.00","$295,966.00",,,
48820181,N 74th St  ,7/1/1997,"$244,403.00",#N/A,#N/A,#N/A,,,
48820182,N 74TH ST  ,7/1/1997,"$176,389.00",10/14/1997,"$199,500.00","$194,657.00",,,
48820183,N 74TH ST  ,7/1/1997,"$201,431.00",6/30/1999,"$250,000.00","$265,275.00",,,
48820184,N 74th St  ,7/1/1997,"$146,496.00",#N/A,#N/A,#N/A,,,
48820185,N 74TH ST  ,7/1/1997,"$154,731.00",1/17/2002,"$232,300.00","$243,271.00",,,
48820186,N 74TH ST  ,7/1/1997,"$188,066.00",8/10/2000,"$275,000.00","$291,329.00",,,
48820187,N 74TH ST  ,7/1/1997,"$200,819.00",6/26/2000,"$315,000.00","$303,759.00",,,
48820188,N 74th St  ,7/1/1997,"$218,412.00",#N/A,#N/A,#N/A,,,
48820189,N 74th St  ,7/1/1997,"$132,188.00",#N/A,#N/A,#N/A,,,
48820190,N 74TH ST  ,7/1/1997,"$90,394.00",#N/A,#N/A,#N/A,,,
48820191,N 74TH ST  ,7/1/1997,"$194,615.00",9/13/2000,"$325,000.00","$294,429.00",,,
48820192,N 74TH ST  ,7/1/1997,"$309,034.00",#N/A,#N/A,#N/A,,,
48820193,N 74TH ST  ,7/1/1997,"$203,428.00",4/8/2003,"$325,000.00","$366,859.00",,,
48820194,N 74TH ST  ,7/1/1997,"$162,417.00",6/11/2004,"$340,000.00","$306,281.00",,,
48820195,N 74th St  ,7/1/1997,"$149,417.00",#N/A,#N/A,#N/A,,,
48820196,N 74th St  ,7/1/1997,"$144,757.00",#N/A,#N/A,#N/A,,,
48820197,N 74TH ST  ,7/1/1997,"$184,869.00",2/19/1997,"$124,500.00","$168,548.00",,,
48820198,N 74TH ST  ,7/1/1997,"$250,894.00",3/14/1997,"$310,000.00","$229,782.00",,,
48820199,N 74th St  ,7/1/1997,"$247,276.00",#N/A,#N/A,#N/A,,,
48820200,N 74TH ST  ,7/1/1997,"$292,288.00",3/21/2002,"$517,630.00","$479,119.00",,,
48820201,N 74TH ST  ,7/1/1998,"$402,549.00",6/9/1998,"$436,000.00","$402,549.00",,,
48820202,N 74th St  ,7/1/1997,"$173,124.00",8/3/1999,"$230,000.00","$239,850.00",,,
48820203, Dayton Ave N ,7/1/1997,"$258,768.00",#N/A,#N/A,#N/A,,,
48820204, Dayton Ave N ,7/1/1997,"$206,552.00",#N/A,#N/A,#N/A,,,
48821691, Fremont Ave N ,7/1/1997,"$79,297.00",3/18/1998,"$80,000.00","$82,750.00",,,
48821692, Fremont Ave N ,7/1/1997,"$83,579.00",#N/A,#N/A,#N/A,,,
48821693, Fremont Ave N ,7/1/1997,"$143,140.00",#N/A,#N/A,#N/A,,,
48821694, Fremont Ave N ,7/1/1997,"$149,052.00",5/20/2005,"$336,000.00","$285,219.00",,,
48821695, Fremont Ave N ,7/1/1997,"$141,958.00",#N/A,#N/A,#N/A,,,
48821696, Fremont Ave N ,7/1/1997,"$149,425.00",8/23/2004,"$330,000.00","$258,378.00",,,
48821697, Fremont Ave N ,7/1/1997,"$156,279.00",#N/A,#N/A,#N/A,,,
48832155,N 65th St  ,7/1/1997,"$143,137.00",#N/A,#N/A,#N/A,,,
48832156,N 65th St  ,7/1/1997,"$183,808.00",#N/A,#N/A,#N/A,,,
48832157, Greenwood Ave N ,7/1/1997,"$227,792.00",#N/A,#N/A,#N/A,,,
48832158, GREENWOOD AVE N ,7/1/1997,"$192,108.00",10/18/1999,"$240,000.00","$258,893.00",,,
48832159, GREENWOOD AVE N ,7/1/1997,"$275,151.00",#N/A,#N/A,#N/A,,,
48832160, GREENWOOD AVE N ,7/1/1997,"$358,129.00",#N/A,#N/A,#N/A,,,
48832161, GREENWOOD AVE N ,7/1/1997,"$195,329.00",5/21/2004,"$525,000.00","$381,425.00",,,
48832162, GREENWOOD AVE N ,7/1/1997,"$192,481.00",8/20/1999,"$292,500.00","$255,807.00",,,
48832163, GREENWOOD AVE N ,7/1/1997,"$305,295.00",3/23/2005,"$681,000.00","$606,740.00",,,
48832164, GREENWOOD AVE N ,7/1/1997,"$265,758.00",#N/A,#N/A,#N/A,,,
48832165, Greenwood Ave N ,7/1/1997,"$217,832.00",#N/A,#N/A,#N/A,,,
48832166, GREENWOOD AVE N ,7/1/1997,"$199,927.00",#N/A,#N/A,#N/A,,,
48832167, GREENWOOD AVE N ,7/1/1997,"$178,610.00",12/18/2001,"$260,000.00","$275,130.00",,,
48832168, GREENWOOD AVE N ,7/1/1997,"$250,849.00",7/13/2005,"$735,000.00","$606,390.00",,,
48832169, PALATINE AVE N ,7/1/1997,"$182,126.00",#N/A,#N/A,#N/A,,,
48832170, Palatine Ave N ,7/1/1997,"$218,051.00",#N/A,#N/A,#N/A,,,
48832171, Palatine Ave N ,7/1/1997,"$189,664.00",#N/A,#N/A,#N/A,,,
48832172, Palatine Ave N ,7/1/1997,"$287,765.00",#N/A,#N/A,#N/A,,,
48832173, PALATINE AVE N ,7/1/1997,"$250,827.00",#N/A,#N/A,#N/A,,,
48832174, Palatine Ave N ,7/1/1997,"$215,137.00",#N/A,#N/A,#N/A,,,
48832175, PALATINE AVE N ,7/1/1997,"$204,229.00",12/14/2001,"$323,500.00","$308,232.00",,,
48832176, PALATINE AVE N ,7/1/1997,"$278,982.00",10/11/2000,"$479,950.00","$416,131.00",,,
48832177, Palatine Ave N ,7/1/1997,"$243,006.00",#N/A,#N/A,#N/A,,,
48832178, Palatine Ave N ,7/1/1997,"$263,210.00",#N/A,#N/A,#N/A,,,
48832179, PALATINE AVE N ,7/1/1997,"$198,936.00",3/29/2006,"$430,000.00","$458,796.00",,,
48832180, PALATINE AVE N ,7/1/1997,"$227,224.00",4/6/2000,"$425,000.00","$312,053.00",,,
48832181, Palatine Ave N ,7/1/1997,"$291,551.00",#N/A,#N/A,#N/A,,,
48832182, Palatine Ave N ,7/1/1997,"$180,953.00",#N/A,#N/A,#N/A,,,
48832183,N 65th St  ,7/1/1997,"$233,246.00",#N/A,#N/A,#N/A,,,
48832184, Palatine Ave N ,7/1/1997,"$289,238.00",#N/A,#N/A,#N/A,,,
48832185, PALATINE AVE N ,7/1/1997,"$292,472.00",8/4/1998,"$435,000.00","$341,915.00",,,
48832186, Palatine Ave N ,7/1/1997,"$284,931.00",#N/A,#N/A,#N/A,,,
48832187, PALATINE AVE N ,7/1/1997,"$255,399.00",6/27/1997,"$315,000.00","$239,848.00",,,
48832188, PALATINE AVE N ,7/1/1997,"$192,905.00",#N/A,#N/A,#N/A,,,
48832189, PALATINE AVE N ,7/1/1997,"$202,478.00",6/27/1996,"$180,000.00","$183,620.00",,,
48832190, PALATINE AVE N ,7/1/1997,"$201,332.00",8/1/2000,"$298,000.00","$297,268.00",,,
48832191, PALATINE AVE N ,7/1/1997,"$313,258.00",3/10/1998,"$310,500.00","$342,415.00",,,
48832192, PALATINE AVE N ,7/1/1997,"$210,547.00",1/14/2005,"$542,500.00","$448,379.00",,,
48832193, PALATINE AVE N ,7/1/1997,"$312,359.00",5/13/2003,"$536,000.00","$521,818.00",,,
48832194, Palatine Ave N ,7/1/1997,"$297,545.00",#N/A,#N/A,#N/A,,,
48832195, PALATINE AVE N ,7/1/1997,"$270,037.00",#N/A,#N/A,#N/A,,,
48832196,N 67TH ST  ,7/1/1997,"$250,862.00",#N/A,#N/A,#N/A,,,
48832547, PALATINE AVE N ,7/1/1997,"$234,559.00",#N/A,#N/A,#N/A,,,
48832548, Palatine Ave N ,7/1/1997,"$300,987.00",#N/A,#N/A,#N/A,,,
48832549, Palatine Ave N ,7/1/1997,"$242,941.00",#N/A,#N/A,#N/A,,,
48832550, Palatine Ave N ,7/1/1997,"$245,656.00",#N/A,#N/A,#N/A,,,
48832551, PALATINE AVE N ,7/1/1997,"$170,559.00",#N/A,#N/A,#N/A,,,
48832552, PALATINE AVE N ,7/1/1997,"$154,477.00",12/8/2004,"$297,000.00","$313,668.00",,,
48832553, PALATINE AVE N ,7/1/1997,"$239,403.00",2/7/2003,"$643,500.00","$383,523.00",,,
48832554, PALATINE AVE N ,7/1/1997,"$196,132.00",9/26/2000,"$330,000.00","$297,695.00",,,
48832555, PALATINE AVE N ,7/1/1997,"$276,093.00",10/30/1998,"$350,000.00","$323,728.00",,,
48832556, PALATINE AVE N ,7/1/1997,"$232,503.00",#N/A,#N/A,#N/A,,,
48832557, PALATINE AVE N ,7/1/1997,"$257,537.00",3/25/2003,"$485,000.00","$413,345.00",,,
48832558, PALATINE AVE N ,7/1/2004,"$706,758.00",#N/A,#N/A,#N/A,,,
48832559, PALATINE AVE N ,7/1/1997,"$225,998.00",#N/A,#N/A,#N/A,,,
48832560,N 70TH ST  ,7/1/1997,"$206,190.00",5/9/2006,"$525,000.00","$485,760.00",,,
48832561, 1ST AVE ,7/1/1997,"$242,847.00",6/20/1997,"$319,000.00","$242,847.00",,,
48832573,N 67TH ST  ,7/1/1997,"$209,212.00",4/1/2005,"$500,000.00","$452,077.00",,,
48832574,N 67th St  ,7/1/1997,"$241,894.00",#N/A,#N/A,#N/A,,,
48832575, GREENWOOD AVE N ,7/1/1997,"$188,229.00",3/15/1999,"$285,000.00","$230,655.00",,,
48832576, GREENWOOD AVE N ,7/1/1997,"$227,707.00",8/30/2006,"$600,000.00","$620,653.00",,,
48832577, GREENWOOD AVE N ,7/1/1997,"$188,939.00",5/15/1998,"$260,000.00","$212,354.00",,,
48832578, Greenwood Ave N ,7/1/1997,"$179,990.00",#N/A,#N/A,#N/A,,,
48832579, GREENWOOD AVE N ,7/1/1997,"$192,174.00",#N/A,#N/A,#N/A,,,
48832580, Palatine Ave N ,7/1/1997,"$179,657.00",8/29/2006,"$449,950.00","$478,674.00",,,
